,author,statement,source,date,target,BinaryNumTarget
3358,Eric Litke,On whether to nominate and confirm a Supreme Court justice in a presidential election year,Ron Johnson,"September 22, 2020",full-flop,1
3359,Jon Greenberg,"“Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history.""",William Barr,"September 22, 2020",false,1
3360,Ciara O'Rourke,“Facebook is creating these #firstborn and #secondborn challenges so the IRS can confirm who y’all claiming on them taxes as dependents.”,Facebook posts,"September 22, 2020",false,1
3361,Samantha Putterman,Says “Ruth Bader Ginsburg was nominated and confirmed 43 days before an election.”,Facebook posts,"September 22, 2020",false,1
3362,Warren Fiske,“82% of Americans...would experience a tax increase if Biden were elected.”,Bob Good,"September 22, 2020",false,1
3363,Ciara O'Rourke,"“We indicted someone in Texas, 1,700 ballots collected from people who could vote, he made them out and voted for the person he wanted to.”",William Barr,"September 22, 2020",false,1
3364,Ciara O'Rourke,Photo shows Jacob Blake’s “14-year-old rape victim.”,Viral image,"September 22, 2020",false,1
3365,Bill McCarthy,“The Trump campaign asked that I release the list (of potential Supreme Court nominees) only after (Ruth Bader Ginsburg) passed away.”,Joe Biden,"September 22, 2020",false,1
3366,Louis Jacobson,On confirming a Supreme Court nominee in a presidential election year.,Mitch McConnell,"September 22, 2020",full-flop,1
3367,Miriam Valverde,On confirming a Supreme Court nominee in a presidential election year.,Charles Schumer,"September 22, 2020",full-flop,1
3368,Noah Y.,"Says Sarah Jeong said, ""We need a castration lottery for white men. Every month we pull a birthday, sort the excess and snip some sacks, preferably in a big public gathering.""",Brian Kolfage,"• September 22,",false,1
3369,Ciara O'Rourke,A Time magazine cover shows Donald Trump looking at a child in a cage.,Viral image,"September 21, 2020",false,1
3370,Samantha Putterman,The man in a mugshot is “responsible for lighting 32 of the wildfires” on the West Coast.,Facebook posts,"September 21, 2020",false,1
3371,Ciara O'Rourke,A Time magazine cover calls Donald Trump the “Worst. President. Ever.”,Viral image,"September 21, 2020",pants-fire,1
3372,Hayat Norimine,“PHIL MURPHY ONLY ALLOWING IN PERSON VOTING ON Election Day AT PRUDENTIAL CENTER IN NEWARK NJ - Calling it a #SuperPollingStation”,Facebook posts,"September 21, 2020",barely-true,1
3373,Jon Greenberg,On confirming a Supreme Court justice nominee in a presidential election year.,Lindsey Graham,"September 21, 2020",full-flop,1
3374,Ciara O'Rourke,"Says John F. Kennedy said, ""If a Supreme Court Justice died one day before the election, it would be more Constitutional to indefinitely postpone the election than postpone the confirmation a single day.""",Viral image,"September 21, 2020",false,1
3375,Miriam Valverde,"“Nearly 2 out of 3 Americans want to reduce legal immigration from 1 million per year down to 500,000 or less.”",NumbersUSA,"September 21, 2020",half-true,0
3376,Clara Hendrickson,"""Candidate Slotkin had presented herself as a moderate and as someone who’d be independent-minded, but her time in office was making it increasingly clear that no, she was very partisan, voting 96% of the time with Speaker Pelosi.""",Paul Junge,"September 21, 2020",barely-true,1
3377,Louis Jacobson,“There's no court session between now and the end of this election.”,Joe Biden,"September 21, 2020",false,1
3378,Ciara O'Rourke,Students no longer say the Pledge of Allegiance in schools.,Viral image,"September 21, 2020",false,1
3379,Noah Y.,"""This Is Real: Biden Waves To An Empty Field.""",Facebook posts,"• September 21,",false,1
3380,Louis Jacobson,"“4 republican senators now on board...no vote until January on (Supreme Court): Murkowski, Romney, Collins, Grassley.”",Facebook posts,"September 20, 2020",false,1
3381,Katie Sanders,"Says Ruth Bader Ginsburg tweeted, “I have information that will lead to the arrest of Hillary Clinton.”",Instagram posts,"September 20, 2020",pants-fire,1
3382,Bill McCarthy,"""If the president had done his job, had done his job from the beginning, all the people would still be alive. All the people. I'm not making this up. Just look at the data.""",Joe Biden,"September 18, 2020",false,1
3383,Madison Czopek,"“Last year alone, 10 million fell ill from TB and 1.5 million died. ... Why don’t we wear masks for TB?”",Viral image,"September 18, 2020",barely-true,1
3384,Tom Kertscher,"Says that to help people in need during the coronavirus pandemic, Mike Garcia said: ""Everyone should have to figure out how to fend for themselves.""",Democratic Congressional Campaign Committee,"September 18, 2020",barely-true,1
3385,Madison Czopek,“A portion of everything you pay A.A.R.P goes directly to the Democratic Party.”,Facebook posts,"September 18, 2020",false,1
3386,Ciara O'Rourke,"“Epstein dies while in custody, his private banker is found dead, a judge had a trial regarding Epstein and the Deutsche Bank. Her son has been killed now and her husband has been shot. The shooter who shot the son and shot the judge’s husband has now also been found dead.”",Viral image,"September 18, 2020",false,1
3387,Samantha Putterman,"Quotes Kamala Harris as saying “Take the guns first. Go through due process second, I like taking the guns early.”",Facebook posts,"September 18, 2020",pants-fire,1
3388,Louis Jacobson,"When President Donald Trump walked across Lafayette Square to a church, he held the Bible upside down.",Joe Biden,"September 18, 2020",pants-fire,1
3389,Noah Y.,“Bill Gates says you don't have a choice to be vaccinated or not.”,YouTube videos,"• September 18,",false,1
3390,Madison Czopek,“Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography”,Viral image,"September 18, 2020",false,1
3391,Julie Appleby,Says he authored legislation “to guarantee coverage to people with pre-existing conditions -- no matter what happens to Obamacare.”,Cory Gardner,"September 18, 2020",false,1
3392,Bill McCarthy,“CBS stole a photo from Latinos for Trump in Phoenix and tagged it as a Biden event.”,Facebook posts,"September 18, 2020",false,1
3393,Ciara O'Rourke,“CDC Director Robert Redfield says healthy people should NOT wear masks.”,Instagram posts,"September 18, 2020",false,1
3394,Paul Schloesser,"“Over three months after receiving CARES Act relief funds from the state, the county has still not made those dollars available to help struggling Mid-Missourians.”",Caleb Rowden,"September 18, 2020",true,0
3395,Ciara O'Rourke,“Nobody is found dead of corona in their homes.. They all die at the hospital.”,Facebook posts,"September 18, 2020",false,1
3396,Ciara O'Rourke,An antifa flyer encourages activists “to disguise yourselves as patriots/Trump supporters” on Nov. 4.,Viral image,"September 18, 2020",false,1
3397,Eric Litke,"“So far, out of 175 arrested in Kenosha, 102 were not from Kenosha. Rioting has become its own industry.”",Facebook posts,"September 18, 2020",barely-true,1
3398,Samantha Putterman,Says Donald Trump funded a Veterans Day parade 26 years ago in New York City after the city refused to pay.,Facebook posts,"September 17, 2020",mostly-true,0
3399,Samantha Putterman,“This is what Kamala Harris thinks about young Americans … ‘They are stupid!’”,Facebook posts,"September 17, 2020",half-true,0
3400,Ciara O'Rourke,“McDonald’s removes their American flags in support of Antifa & BLM nationwide.”,Facebook posts,"September 17, 2020",false,1
3401,Ciara O'Rourke,“James Comey has 50 counts of TREASON. And John Brennan has 48 counts of TREASON.”,Facebook posts,"September 17, 2020",false,1
3402,Jon Greenberg,“Iran has stockpiled 10 times as much enriched uranium as it had” in 2016.,Joe Biden,"September 17, 2020",true,0
3403,Bill McCarthy,"""There are hit squads being trained all over this country” to violently oppose a second term for President Donald Trump.",Michael Caputo,"September 17, 2020",false,1
3404,Ciara O'Rourke,Selene Delgado Lopez is “everyone’s friend in Facebook.”,Viral image,"September 16, 2020",false,1
3405,Noah Y.,"“Here is the fire drone video that Twitter, Google, and YouTube didn't want us to see.”",Tweets,"• September 16,",false,1
3406,Ciara O'Rourke,"If Joe Biden steps down, Nancy Pelosi will become vice president.",Facebook posts,"September 16, 2020",false,1
3407,Simone Esters,“The number of ICU beds is larger in Boone County by a factor of three” compared to Orange County for the University of North Carolina.,Mun Choi,"September 16, 2020",false,1
3408,Madison Czopek,“You people hate on Trump but he put on a child protective force that found over 300 missing kids in less than 30 days.”,Facebook posts,"September 16, 2020",false,1
3409,Veronica Mohesky,"""USPS currently has the most cash on hand in its history, (approximately) $15 billion.""",Josh Hawley,"September 16, 2020",mostly-true,0
3410,Eric Litke,“Wisconsin is one of the nine states with the highest rate of infection per capita.”,Tony Evers,"September 16, 2020",mostly-true,0
3411,Samantha Putterman,"The same deputy who got shot through her jaw in Saturday’s shooting is the same officer seen on video laughing and smirking at the scene of security guard Andres Guardado’s death after he was shot and killed by LASD officers on June 18th, 2020.”",Instagram posts,"September 16, 2020",false,1
3412,Bill McCarthy,Says Joe Biden played N.W.A.’s “F--- Tha Police” during an event in Florida.,Donald Trump,"September 16, 2020",pants-fire,1
3413,Ciara O'Rourke,Map shows that wildfires stop at the US.-Canada border.,Viral image,"September 15, 2020",false,1
3414,Ciara O'Rourke,“Houston Texans coming out for the Black National Anthem then going into the locker room for THE REAL NATIONAL ANTHEM is DISGRACEFUL.”,Facebook posts,"September 15, 2020",barely-true,1
3415,Noah Y.,"West Coast wildfires are due to “bad forest maintenance,” not climate change.",Facebook posts,"• September 15,",false,1
3416,Daniel Funke,A CNN headline reads: “Members of Crip gang volunteer to fight wildfires after sky turns red.”,Instagram posts,"September 15, 2020",false,1
3417,Bill McCarthy,"Says a Twitter account for ""Scarsdale NY Antifa"" tweeted that ""chapters of Antifa around Oregon have collaborated to ignite fires around the state.""",Facebook posts,"September 15, 2020",false,1
3418,Jon Greenberg,"Says a photo shows an ambushed Los Angeles police officer and that the NFL intends to “honor and praise the organization” that stood outside of the hospital chanting, “We hope she dies.”",Facebook posts,"September 14, 2020",false,1
3419,Paul Specht,"""All evidence points to the fact that our kids are 17 times more likely to have ill effects from the seasonal flu than they are from the coronavirus.”",Dan Forest,"September 14, 2020",barely-true,1
3420,Samantha Putterman,“CDC announces that ordinary (non-N95) masks (which most people are wearing) will do nothing to protect you against wildfire smoke … Fun fact: smoke particles are far larger than SARS-CoV-2 particles.”,Facebook posts,"September 14, 2020",false,1
3421,Daniel Funke,"""ANTIFA is now carrying chain saws, and cutting down utility poles, and starting more fires.""",Facebook posts,"September 14, 2020",false,1
3422,Amy Sherman,"“In 1983, Joe Biden voted in favor of taxing 50% of Social Security” and in 1993, Biden “was the deciding vote in raising the percentage taxed on Social Security from 50% to 85%.”",Facebook posts,"September 14, 2020",half-true,0
3423,Miriam Valverde,Says Sen. Martha McSally “supported a plan to turn Medicare into a voucher program and ‘shift costs’ onto seniors” and “even supported raising the retirement age.”,Mark Kelly,"September 14, 2020",mostly-true,0
3424,Tom Kertscher,"Says Karen Handel voted with Donald Trump, ""gutting health care for millions, supporting horrific child separation policies"" and for ""abortion bans.""",Lucy McBath,"September 14, 2020",half-true,0
3425,Tom Kertscher,"Says Lucy McBath ""is supporting those who attack the police.""",Karen Handel,"September 14, 2020",false,1
3426,Ciara O'Rourke,“Kroger Corporate says employees can not wear flag masks but they can wear BLM masks!”,Facebook posts,"September 14, 2020",false,1
3427,Jon Greenberg,Says Donald Trump “let federal contractors double offshoring jobs in his first 18 months in office.”,Joe Biden,"September 14, 2020",half-true,0
3428,Madison Czopek,"Says Donald Trump said, 'Africans Are Lazy, Good At Sex, Theft.'",Viral image,"September 14, 2020",pants-fire,1
3429,Ciara O'Rourke,Photo shows a man who burned the car of an antifa member.,Viral image,"September 14, 2020",false,1
3430,Katie Sanders,Photo shows “some of the firefighters in California fighting fires 24/7 to save people's lives and property.”,Facebook posts,"September 13, 2020",false,1
3431,Katie Sanders,“KXL Radio in Portland reported today that Firefighters are now being shot at by suspected Antifa and BLM members.”,Facebook posts,"September 13, 2020",false,1
3432,Ciara O'Rourke,Says Joe Biden and Gretchen Whitmer were maskless at the Detroit Athletic Club “while OUR children are being mandated to wear a mask while playing outdoor sports.”,Viral image,"September 11, 2020",false,1
3433,Madison Czopek,"“Canada has just criminalized all CV19 measures requiring masks, distancing, quarantining & vaccines.”",Facebook posts,"September 11, 2020",false,1
3434,Noah Y.,Anti-poaching organizations dye elephant tusks and rhino horns with “the same pink dye that is used to mark stolen banknotes.”,Facebook posts,"• September 11,",false,1
3435,Eric Litke,“Kenosha car dealer kills himself after insurance won’t cover … damages caused by the riots.”,Facebook posts,"September 11, 2020",pants-fire,1
3436,Jon Greenberg,"""After the last administration nearly killed the US auto industry, I saved the U.S. auto industry ... We brought you a lot of car plants… (and Japan) “announced five car companies are coming to Michigan.”",Donald Trump,"September 11, 2020",false,1
3437,Daniel Funke,“Pallet Company in Oregon City confirmed Antifa arsonist on camera. Douglas County Sheriff has 6 ANTIFA arsonists in custody.”,Paul Romero,"September 11, 2020",false,1
3438,Miriam Valverde,Says Joe Biden “will destroy your protections for pre-existing conditions.”,Donald Trump,"September 11, 2020",pants-fire,1
3439,Louis Jacobson,The “U.S. trade deficit is at an all-time high under Trump in the last three years.”,Joe Biden,"September 11, 2020",half-true,0
3440,Jill Terreri,“There was tremendous cheating in New York”,Donald Trump,"• September 11,",pants-fire,1
3441,Daniel Funke,Most of the wildfires on the West Coast are “all being started by antifa.”,Facebook posts,"September 10, 2020",false,1
3442,Ciara O'Rourke,“CDC announces that students may be kept from parents overnight as Ohio sets up COVID-19 FEMA camps.”,Instagram posts,"September 10, 2020",pants-fire,1
3443,Louis Jacobson,"“Military COVID infected: 118,984. Military COVID deaths: 6,114.”",Joe Biden,"September 10, 2020",false,1
3444,Louis Jacobson,"“$400,000 ... is more money than I’ve ever made” in a year.",Joe Biden,"September 10, 2020",barely-true,1
3445,Samantha Putterman,Says President Trump posted a combative tweet to EA Sports about Colin Kaepernick.,Facebook posts,"September 10, 2020",pants-fire,1
3446,Tom Kertscher,"Says Rep. Alexandria Ocasio-Cortez and Eugene DePasquale support ""socialized medicine,"" the Green New Deal and defunding the police.",Scott Perry,"September 10, 2020",false,1
3447,Ciara O'Rourke,Olive Garden employees are allowed to wear Black Lives Matter masks “but NOT the American flag.”,Facebook posts,"September 10, 2020",false,1
3448,Ciara O'Rourke,“Entire port in Delaware on lockdown? 60 plus kids in shipping containers.”,Facebook posts,"September 10, 2020",false,1
3449,Madison Czopek,“The CDC has removed the ‘Covid-19 Pandemic’ and replaced it with ‘Covid-19 Outbreak’ on their website. It was never a pandemic.”,Facebook posts,"September 10, 2020",pants-fire,1
3450,Amy Sherman,"Election officials are “sending 80 million ballots all over the country. Eighty million ballots, non-requested. I call them ‘unsolicited ballots.’”",Donald Trump,"September 10, 2020",barely-true,1
3451,Daniel Funke,Countries were exporting COVID-19 “diagnostic test instruments” in 2018.,Facebook posts,"September 10, 2020",false,1
3452,Warren Fiske,Abigail Spanberger “has voted with Nancy Pelosi over 90% of the time…”,Nick Freitas,"September 9, 2020",true,0
3453,Ciara O'Rourke,Photo shows “‘kids in cages’ taken in 2014 under the Obama admin.”,Viral image,"September 9, 2020",false,1
3454,Louis Jacobson,"""Under Operation Warp Speed, we’ve pioneered groundbreaking therapies, reducing the fatality rate 85% since April.”",Donald Trump,"September 9, 2020",half-true,0
3455,Jon Greenberg,Says President Donald Trump “never downplayed the virus.”,Kayleigh McEnany,"September 9, 2020",pants-fire,1
3456,Madison Czopek,"“Feds Seize 19,888 Fake State Driver Licenses (Made in China) in Chicago O'Hare Airport - ALL Registered to Vote -- ALL Demorats!”",Facebook posts,"September 9, 2020",false,1
3457,Ciara O'Rourke,“Not one politician has died from the virus.”,Viral image,"September 9, 2020",false,1
3458,Amy Sherman,"More than 500,000 mail in ballots in Virginia and 200,000 in Nevada were sent to dead people or pets",Facebook posts,"September 9, 2020",false,1
3459,Ciara O'Rourke,"“NIKE has stated, ‘We’re a $76 billion dollar company that can afford to let go of all ‘Make America Great Again’ customers.”",Facebook posts,"September 8, 2020",false,1
3460,Daniel Funke,Says Joe Biden “wants to put a 3% annual federal tax on your home.”,Facebook posts,"September 8, 2020",false,1
3461,Samantha Putterman,This video shows Trump looking “lost and disoriented.”,Instagram posts,"September 8, 2020",false,1
3462,Madeline Heim,"For younger people, seasonal flu is “in many cases” a deadlier virus than COVID-19",Ron Johnson,"September 8, 2020",mostly-true,0
3463,Madison Czopek,Says “Kamala Harris is not able to be VP. Because she's a felon. She lied on her application to buy a gun here in CA.”,Facebook posts,"September 8, 2020",pants-fire,1
3464,Noah Y.,“South Korea sprays rioters with dye so they can be identified & arrested later.”,Facebook posts,"• September 8,",barely-true,1
3465,Kiannah Sepeda-Miller,"“The post office right now, this year, is operating with about a $12 billion surplus.”",Darin LaHood,"September 6, 2020",pants-fire,1
3466,Eric Litke,"“A Black man invented the light bulb, not a white guy named Edison.”",Joe Biden,"September 4, 2020",barely-true,1
3467,Samantha Putterman,"Says NBC News reported that Hillary Clinton ""covered up elite pedophile ring at state department.""",Bloggers,"September 4, 2020",false,1
3468,Ciara O'Rourke,"“Kamala Harris wants the riots to continue and not let up, not now not even after the election.”",YouTube videos,"September 4, 2020",false,1
3469,Louis Jacobson,"""I never called John (McCain) a loser.""",Donald Trump,"September 4, 2020",pants-fire,1
3470,Daniel Funke,"“It cost taxpayers $120,000 to fly Nancy (Pelosi) to get her hair done.”",Facebook posts,"September 4, 2020",false,1
3471,Jon Greenberg,"""If Trump gets his way, Social Security benefits will run out in just three years from now.”",Joe Biden,"September 4, 2020",barely-true,1
3472,Tom Kertscher,"Kelly Loeffler has a ""long history of donating to abortion-on-demand Democrats.""",Doug Collins,"September 4, 2020",barely-true,1
3473,Bill McCarthy,“Joe Biden wants to raise taxes on 82% of all Americans.”,Donald Trump Jr.,"September 4, 2020",false,1
3474,Ciara O'Rourke,“Covid-19 is NOT killing people. Weak immune systems and bad doctors are.”,Viral image,"September 4, 2020",false,1
3475,Tom Kertscher,"After a bridge collapse killed six people, Carlos Gimenez extended a $130 million contract to the construction company, where one of his sons worked and for which another lobbied.",Debbie Mucarsel-Powell,"September 4, 2020",half-true,0
3476,Louis Jacobson,Says he was the first person to call for invoking the Defense Production Act.,Joe Biden,"September 4, 2020",false,1
3477,Ciara O'Rourke,Photo shows Whoopi Goldberg wearing a shirt insulting Donald Trump.,Viral image,"September 4, 2020",pants-fire,1
3478,Ciara O'Rourke,"Photo shows “the aftermath of the ‘CHOP’ Zone’ in Seattle, WA. July 2020.”",Viral image,"September 4, 2020",false,1
3479,Madeline Heim,"“Biden failed to condemn far-left violent groups like Antifa, instead faulting only the brave men and women of law enforcement.”",Donald Trump,"September 3, 2020",false,1
3480,Daniel Funke,“Only 6% of the people actually died from COVID.” The others “died from other reasons.”,Donald Trump,"September 3, 2020",pants-fire,1
3481,Miriam Valverde,"""When I was vice president, violent crime fell 15% in this country. ... The murder rate now is up 26% across the nation this year under Donald Trump.""",Joe Biden,"September 3, 2020",half-true,0
3482,Warren Fiske,Nick Freitas “supports a plan letting insurance companies deny coverage for preexisting conditions like asthma or diabetes.”,Democratic Congressional Campaign Committee,"September 3, 2020",true,0
3483,Paul Specht,"“In some of these other states, some of their deaths can be attributable to the fact that they were having a hard time getting an ICU bed or a ventilator to a patient.”",Roy Cooper,"September 3, 2020",barely-true,1
3484,Jon Greenberg,Says his policy is that “health insurance should always cover preexisting conditions. For anyone. Period.”,David Perdue,"September 3, 2020",false,1
3485,Samantha Putterman,Elderly people were “beat up by a BLM hate group” for being white.,Facebook posts,"September 2, 2020",false,1
3486,Ciara O'Rourke,"“PELOSI says if President TRUMP wins, she will resign!!”",Facebook posts,"September 2, 2020",pants-fire,1
3487,Chris Nichols,"""PEDOPHILIA is now LEGAL in CALIFORNIA. Now a 21 year old can have sex with an 11 year old, and not be listed on the sex registry as a sex offender.""",Facebook posts,"September 2, 2020",pants-fire,1
3488,Ciara O'Rourke,“Covid-19 means ‘certificate of identification of vaccination with artificial intelligence.’”,Viral image,"September 2, 2020",pants-fire,1
3489,Jon Greenberg,“More cops have died from COVID this year than have been killed on patrol.”,Joe Biden,"September 2, 2020",mostly-true,0
3490,Madeline Heim,Says Tony Evers and Mandela Barnes “have participated in rallies that have done more to incite than calm the situation” in Kenosha,Ron Johnson,"September 1, 2020",false,1
3491,Bill McCarthy,“The entire city (of Portland) is ablaze all the time.”,Donald Trump,"September 1, 2020",false,1
3492,Ciara O'Rourke,Says Chadwick Boseman was poisoned and his death is being investigated as a homicide.,Viral image,"September 1, 2020",pants-fire,1
3493,Noah Y.,Says Kamala Harris and other Democratic senators “voted to let babies scream until they die if born alive.”,Viral image,"• September 1,",false,1
3494,Haley BeMiller,"Says video shows Kyle Rittenhouse, the 17-year-old charged with killing two protesters in Kenosha, ""was trying to get away from them"" ... ""fell, and then they violently attacked him.""",Donald Trump,"September 1, 2020",false,1
3495,Samantha Putterman,“Says authorities found 39 children in a double wide trailer in Georgia and it's not the biggest news story in America.”,Facebook posts,"September 1, 2020",false,1
3496,Haley BeMiller,"In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people.""",Gwen Moore,"September 1, 2020",half-true,0
3497,Jessica Calefati,“I am not banning fracking.”,Joe Biden,"September 1, 2020",mostly-true,0
3498,Eric Litke,"“If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now.”",Donald Trump,"September 1, 2020",pants-fire,1
3499,Samantha Putterman,"“If you go to Antifa.com, it takes you directly to Joe Biden’s webpage...what’s that tell ya…try it yourself.”",Facebook posts,"September 1, 2020",half-true,0
3500,Chris Nichols,California voters who go to the polls to vote in person will be “TURNED AWAY & CANNOT VOTE” unless they change their voting preference to “NO to mail in voting.”,Instagram posts,"September 1, 2020",pants-fire,1
3501,Bill McCarthy,"Says Ady Barkan asked Joe Biden, “Do we agree that we can redirect some of the funding for police?”",Steve Scalise,"August 31, 2020",pants-fire,1
3502,Miriam Valverde,Says Joe Biden was asleep and snoring during a TV interview.,Facebook posts,"August 31, 2020",pants-fire,1
3503,Daniel Funke,"The CDC “adjusted the US Covid deaths from 153,504 to 9,210.”",Facebook posts,"August 31, 2020",pants-fire,1
3504,Dave Boucher,"“If you vote by mail, your personal information will be part of a public database that will be used by police departments to track down old warrants and be used by credit card companies to collect outstanding debt. The CDC is even pushing to use records for mail-in voting to track people for mandatory vaccines.”",Robocaller,"August 31, 2020",pants-fire,1
3505,Madeline Heim,"Says a photo shows accused shooter Kyle Rittenhouse’s mother, armed with a long gun, in Kenosha, Wisconsin, on the night two protesters were killed and one injured.",Facebook posts,"August 31, 2020",false,1
3506,Madlin Mekelburg,"Says crime is on the rise in Austin and a new study showed that it “is the No. 1 city in America in the year-to-year percentage increase in murders, with a percentage increase of more than 64% for the first half of this year.”",Greg Abbott,"August 31, 2020",half-true,0
3507,Louis Jacobson,"Says Sen. Gary Peters, D-Mich., is ""known for doing nothing. … (Peters) skipped 84% of small business hearings (and) skipped 89% of hearings on China.""",John James,"August 31, 2020",barely-true,1
3508,Miriam Valverde,Says Mark Kelly wants to “defund the police.”,Martha McSally,"August 31, 2020",pants-fire,1
3509,Bill McCarthy,"“If I mail in my ballot on Sunday and show up to the polling station on Tuesday, they won’t know if I’ve already voted or not. That, my friends, is a serious concern for all of us.”",Facebook posts,"August 31, 2020",false,1
3510,Jill Terreri,“Cuomo ended cash bail ... and now the crime rate has gone through the roof.”,Donald Trump,"• August 29,",false,1
3511,Jessica Calefati,Says Joe Biden “abandoned Scranton.”,Donald Trump,"August 29, 2020",pants-fire,1
3512,Eric Litke,“Video showed police thank (Kyle Rittenhouse) & give him water prior to the killings”,Facebook posts,"August 28, 2020",true,0
3513,Daniel Funke,“At 17 years old Kyle (Rittenhouse) was perfectly legal to be able to possess that rifle without parental supervision.”,Facebook posts,"August 28, 2020",false,1
3514,D.L. Davis,"Says Gov. Tony Evers and Lt. Gov. Mandela Barnes, after police shooting of Jacob Blake, ""did not call for peace. They did not encourage calm.",Howard Marklein,"August 28, 2020",barely-true,1
3515,Samantha Putterman,“Two mail in ballots in PA (were) sent to the same person with their names on both a week and a half apart.”,Facebook posts,"August 28, 2020",half-true,0
3516,Jon Greenberg,Suggests the alleged Kenosha shooter’s father is a deputy in the Kenosha sheriff’s department.,Viral image,"August 28, 2020",pants-fire,1
3517,Samantha Putterman,Says Melania Trump is the “first FLOTUS to visit troops in a combat zone since 1969.”,Facebook posts,"August 28, 2020",false,1
3518,Amy Sherman,"Says Jill Biden said, “all Americans will be required to learn Spanish when we win”",Facebook posts,"August 28, 2020",pants-fire,1
3519,Miriam Valverde,Says Joe Biden “is even talking about taking the wall down.”,Donald Trump,"August 28, 2020",false,1
3520,Madison Czopek,"“... in 2013 Obama determined Social Security would not send checks through the USPS, because it was not secure”",Facebook posts,"August 28, 2020",false,1
3521,Chris Nichols,"“Trump denies fire assistance to California because they didn't vote for him, but helped Russia with their wildfires in Siberia.”",Facebook posts,"August 28, 2020",false,1
3522,Eric Litke,"Says Jacob Blake, shot by police in Kenosha, had a warrant for sexual assault and prior convictions for gun use",Facebook posts,"August 27, 2020",half-true,0
3523,Tom Kertscher,"In April, when asked how he would handle the COVID-19 pandemic, Tommy Tuberville ""said he didn't have a clue"" and after winning the Republican nomination in July, ""he still said he didn't have a clue.""",Doug Jones,"August 27, 2020",mostly-true,0
3524,Haley BeMiller,“Police training in Wisconsin is 21 weeks. A cosmetology license takes 40 weeks.”,Facebook posts,"August 27, 2020",half-true,0
3525,Eric Litke,Says Jacob Blake “declared he had a gun in the car and was going to go get it” and was “brandishing” a knife,Facebook posts,"August 27, 2020",false,1
3526,Madeline Heim,"Police are ""20.8 times more likely to kill than be killed by a criminal.""",Chris Larson,"August 27, 2020",true,0
3527,Ciara O'Rourke,“BLM rioters just burned down a black church in a black community with a BLM sign out front.”,Facebook posts,"August 27, 2020",false,1
3528,Ciara O'Rourke,Photo shows Don Lemon and Jeffrey Epstein embracing.,Viral image,"August 27, 2020",pants-fire,1
3529,Paul Specht,Says James Madison “signed the Declaration of Independence.”,Madison Cawthorn,"August 27, 2020",false,1
3530,Jon Greenberg,“President Trump marshalled the full resources of our federal government from the outset. He directed us to forge a seamless partnership with governors across America in both political parties.”,Mike Pence,"August 27, 2020",barely-true,1
3531,Julie Appleby,“Drug overdose deaths decreased in 2018 for the first time in 30 years.”,Ryan Holets,"August 26, 2020",mostly-true,0
3532,Daniel Funke,“Jacob S. Blake is a Child (16 YO Girl) Rapist.”,Facebook posts,"August 26, 2020",false,1
3533,Ciara O'Rourke,Photos show that the person who shot three people during a protest over the police shooting of Jacob Blake is a police officer.,Viral image,"August 26, 2020",false,1
3534,Ciara O'Rourke,These photos show Jacob Blake posing with a gun.,Viral image,"August 26, 2020",false,1
3535,Tom Kertscher,Says Jill Schupp has shown a “disturbing pattern of putting sex offenders over our safety.”,Ann Wagner,"August 26, 2020",barely-true,1
3536,Noah Y.,Says Nancy Pelosi passed a bill awarding a $9 billion contract to her husband’s company.,Facebook posts,"• August 26,",pants-fire,1
3537,Bill McCarthy,"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing “nearly half your paycheck.”",Facebook posts,"August 26, 2020",false,1
3538,Ciara O'Rourke,Clicking on this link in a text message lets sex traffickers track you.,Facebook posts,"August 26, 2020",false,1
3539,Miriam Valverde,"Says Joe Biden “voted for the Iraq War … He supported war in Serbia, Syria, Libya.”",Rand Paul,"August 26, 2020",mostly-true,0
3540,Jon Greenberg,Says Donald Trump “proposes cutting a half a billion dollars of local police support.”,Joe Biden,"August 25, 2020",mostly-true,0
3541,Bill McCarthy,Democrats and Joe Biden “want to abolish the suburbs altogether by ending single-family home zoning.”,Patricia McCloskey,"August 25, 2020",false,1
3542,Ciara O'Rourke,"Says Michelle Obama said, “Vote Democrat or the riots and violence will continue.”",Facebook posts,"August 25, 2020",false,1
3543,Noah Y.,Sen. Steve Daines “voted to give billions in tax breaks to big drug companies even as they raised prices.”,Duty and Honor,"• August 25,",half-true,0
3544,Louis Jacobson,Says Joe Biden and Kamala Harris “want massive tax hikes on working families.”,Nikki Haley,"August 25, 2020",false,1
3545,Ciara O'Rourke,"“Melania dug up the WH Rose Garden, removing roses from every First Lady since 1913.”",Facebook posts,"August 24, 2020",false,1
3546,Clara Hendrickson,Says Rep. Elissa Slotkin “voted against condemning cyber attacks by the Chinese Communist Party on American organizations developing COVID-19 treatments.”,Paul Junge,"August 24, 2020",false,1
